nombre de la enfermedad,breve descripciÃ³n,tratamiento,,hombre,mujer,obesidad,sobrepeso,peso normal,desnutricion,acidez,acidez persistente,alteraciones visuales,alucinaciones,anemia,apatÃ­a,ascitis,asintomÃ¡tica en la mayorÃ­a de los casos,aumento de la frecuencia urinaria,aumento de peso,aumento de sed y hambre,aura visual,ausencia de evacuaciones,bulto en el cuello,cambios de humor,cambios en el apetito,cambios en el ciclo menstrual,cambios en el hÃ¡bito intestinal,cambios en la piel del pezÃ³n,cicatrices,cicatrizaciÃ³n lenta,confusiÃ³n,confusiÃ³n post-crisis,congestiÃ³n nasal,conjuntivitis,convulsiones,debilidad,debilidad en un lado del cuerpo,debilidad muscular,delirios,depresiÃ³n,diarrea con sangre,diarrea crÃ³nica,diarrea o estreÃ±imiento,dificultad para comunicarse,dificultad para concentrarse,dificultad para dormir,dificultad para hablar,dificultad para orinar,dificultad para respirar,dificultad para respirar en casos graves,dificultad para tragar,dificultad respiratoria,dificultades cognitivas,disminuciÃ³n de la movilidad,disminuciÃ³n del volumen de orina,distensiÃ³n abdominal,dolor,dolor abdominal,dolor abdominal despuÃ©s de comer,dolor abdominal intenso,dolor abdominal intermitente,dolor abdominal que mejora al comer,dolor abdominal severo,dolor al masticar o tragar,dolor al orinar,dolor anal,dolor articular,dolor de cabeza,dolor de cabeza intenso,dolor de cabeza pulsÃ¡til,dolor de cabeza severo,dolor de garganta,dolor detrÃ¡s de los ojos,dolor e inflamaciÃ³n en las articulaciones,dolor en articulaciones,dolor en el lado izquierdo del abdomen,dolor en el pecho,dolor en la mama,dolor en la parte baja del abdomen,dolor en la parte superior derecha del abdomen,dolor en la pelvis o espalda baja,dolor en las piernas,dolor en las piernas al caminar,dolor muscular,dolor muscular crÃ³nico,dolor muscular y articular,dolor muscular y en articulaciones,dolor o ardor al orinar,dolor ocular,dolor punzante en la zona afectada,dolor pÃ©lvico,dolor torÃ¡cico,dolor Ã³seo,engrosamiento de la piel en Ã¡reas afectadas,enrojecimiento,enrojecimiento ocular,erupciones con ampollas,erupciones rojas,erupciÃ³n cutÃ¡nea,erupciÃ³n rosada,escalofrÃ­os,espinillas,estornudos,falta de concentraciÃ³n,fatiga,fatiga diurna,fatiga extrema,fatiga persistente,fiebre,fiebre alta,fiebre alta o hipotermia,fiebre baja,fiebre en casos graves,fiebre intermitente,fiebre leve,fiebre nocturna,fiebre persistente,fracturas frecuentes,gases,generalmente asintomÃ¡tica,grietas en la piel,heces negras o con sangre,hinchazÃ³n,hinchazÃ³n articular,hinchazÃ³n en articulaciones,hinchazÃ³n en piernas y pies,hipertensiÃ³n,ictericia,infecciones recurrentes,inflamaciÃ³n,inflamaciÃ³n de ganglios,inflamaciÃ³n de glÃ¡ndulas salivales,inflamaciÃ³n en la piel,inflamaciÃ³n en la zona afectada,inquietud,insomnio,insomnio o sueÃ±o excesivo,intolerancia al frÃ­o,irritabilidad,lagrimeo,lentitud en movimientos,lesiones cutÃ¡neas con escamas,malestar general,manchas en la visiÃ³n,mareos,mareos intensos,masa en la mama,mayor riesgo de enfermedades cardiovasculares,micciÃ³n frecuente,moretones o sangrados frecuentes,movimientos involuntarios,nerviosismo,niveles altos de triglicÃ©ridos,nÃ¡useas,obesidad abdominal,opresiÃ³n en el pecho,orina con sangre,orina oscura,orina turbia o con mal olor,palidez,palpitaciones,parches rojos con escamas plateadas,pensamiento desorganizado,pero puede haber sangrado rectal o cambios en las heces,pero puede provocar acumulaciÃ³n de placas en las arterias,picazÃ³n,picazÃ³n intensa,picazÃ³n severa,piel seca,piel seca y escamosa,postura encorvada,presiÃ³n arterial alta,presiÃ³n arterial baja,problemas de coordinaciÃ³n,problemas de equilibrio,problemas de memoria y concentraciÃ³n,producciÃ³n excesiva de flema,puntos negros,pÃ©rdida de altura,pÃ©rdida de apetito,pÃ©rdida de conciencia,pÃ©rdida de interÃ©s en actividades,pÃ©rdida de memoria,pÃ©rdida de peso,pÃ©rdida de peso inexplicada,pÃ©rdida de visiÃ³n,pÃ©rdida de visiÃ³n nocturna,pÃ©rdida del olfato y gusto,pÃ©rdida gradual de la visiÃ³n perifÃ©rica,pÃ©rdida repentina de fuerza en un lado del cuerpo,regurgitaciÃ³n Ã¡cida,resistencia a la insulina,rigidez en el cuello,rigidez matutina,rigidez muscular,ronquera,sangrado,sangrado digestivo,sangrado vaginal anormal,sangre en la orina,sangre en las heces,secreciÃ³n,secreciÃ³n anormal,secreciÃ³n nasal acuosa,sensaciÃ³n de ardor en el estÃ³mago,sensaciÃ³n de masa en el ano,sensaciÃ³n de pesadez,sensaciÃ³n de plenitud temprana,sensibilidad a la luz,sensibilidad a la luz y al sonido,sensibilidad en la zona afectada,sensibilidad extrema,sensibilidad extrema al tacto,sibilancias,silbidos al respirar,sudoraciÃ³n,sudoraciÃ³n excesiva,sudoraciÃ³n frÃ­a,sudores nocturnos,taquicardia,temblores,tos,tos con expectoraciÃ³n,tos con flema,tos crÃ³nica,tos persistente,tos seca,trastornos del sueÃ±o,tristeza constante,urgencia fecal,urgencia urinaria,uÃ±as engrosadas,venas visibles,visiÃ³n borrosa,vÃ³mito con sangre,vÃ³mitos,Ãºlceras en los pies
Peste Bubónica,"Infección bacteriana causada por Yersinia pestis, transmitida por pulgas de roedores. Puede provocar fiebre alta, inflamación de ganglios linfáticos y sepsis.","Antibióticos (estreptomicina, gentamicina, doxiciclina).","Fiebre alta repentina, Ganglios linfáticos inflamados y dolorosos (bubones), Escalofríos, Debilidad extrema, Hemorragias en la piel",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiebre Tifoidea,"Infección bacteriana por Salmonella Typhi, que causa fiebre alta, dolor abdominal y erupción cutánea.","Antibióticos (ciprofloxacina, ceftriaxona).","Fiebre alta y prolongada, Dolor abdominal, Pérdida de apetito, Estreñimiento o diarrea, Erupción cutánea en el abdomen",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ébola,"Enfermedad viral grave con alta mortalidad, caracterizada por fiebre hemorrágica y fallo multiorgánico.","Terapia de soporte, hidratación y antivirales experimentales.","Fiebre alta, Dolor muscular y de cabeza, Vómitos y diarrea, Hemorragias internas y externas, Insuficiencia multiorgánica",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabia,Enfermedad viral mortal transmitida por la saliva de animales infectados (mordeduras). Afecta el sistema nervioso central.,Vacunación postexposición e inmunoglobulina antirrábica.,"Fiebre y dolor de cabeza, Sensación de hormigueo en la zona de la mordedura, Espasmos musculares, Hidrofobia (miedo al agua), Convulsiones y parálisis",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Histoplasmosis,"Infección pulmonar causada por el hongo Histoplasma capsulatum, frecuente en áreas con excremento de aves o murciélagos.","Antifúngicos (itraconazol, anfotericina B).","Fiebre, Tos seca, Dolor torácico, Fatiga, Dificultad para respirar en casos graves",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coccidioidomicosis,"Infección fúngica del pulmón causada por Coccidioides spp., común en regiones áridas.","Antifúngicos (fluconazol, itraconazol).","Fiebre, Tos, Dolor en el pecho, Erupciones en la piel, Fatiga",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinusitis,"Inflamación de los senos paranasales por virus, bacterias o alergias.","Antibióticos en casos bacterianos, analgésicos y descongestionantes.","Congestión nasal, Dolor y presión en el rostro, Secreción nasal espesa, Dolor de cabeza, Fiebre leve",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rinitis Alérgica,"Reacción alérgica a sustancias como polvo o polen, que causa estornudos, congestión y picazón nasal.","Antihistamínicos, corticoides nasales y evitar alérgenos.","Estornudos frecuentes, Congestión nasal; Picazón en ojos, nariz y garganta; Lagrimeo; Fatiga",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faringitis Viral,"Infección viral de la garganta con dolor y enrojecimiento, generalmente por rinovirus o adenovirus.","Analgésicos, hidratación y reposo.","Dolor de garganta, Enrojecimiento de la garganta, Fiebre baja, Congestión nasal, Tos leve",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laringitis,"Inflamación de la laringe, comúnmente por infecciones virales o uso excesivo de la voz.","Reposo vocal, hidratación y antiinflamatorios.","Ronquera o pérdida de la voz, Dolor de garganta, Tos seca, Sensación de sequedad en la garganta, Dificultad para hablar",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspergilosis Pulmonar,"Infección pulmonar por el hongo Aspergillus, frecuente en personas inmunodeprimidas.","Antifúngicos (voriconazol, anfotericina B).","Tos persistente, Dificultad para respirar, Fiebre, Dolor en el pecho, Sangrado en la mucosidad",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arritmia Cardíaca,"Alteración en el ritmo del corazón, que puede ser demasiado rápido, lento o irregular.","Medicación, marcapasos o ablación según el tipo de arritmia.","Latidos irregulares, Palpitaciones, Mareo o desmayo, Dificultad para respirar, Dolor en el pecho",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiomiopatía Dilatada,Enfermedad en la que el corazón se agranda y no bombea sangre eficientemente.,"Medicamentos, dispositivos cardíacos y, en casos graves, trasplante de corazón.","Fatiga extrema, Dificultad para respirar, Hinchazón en piernas y tobillos, Latidos irregulares, Mareos",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endocarditis,"Infección del revestimiento interno del corazón, generalmente por bacterias.","Antibióticos intravenosos y, en algunos casos, cirugía.","Fiebre persistente, Escalofríos, Fatiga, Sudoración nocturna, Manchas en la piel o uñas",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pericarditis,"Inflamación del pericardio (membrana que rodea el corazón), que causa dolor torácico.","Antiinflamatorios, colchicina y, en casos graves, drenaje de líquido.","Dolor torácico que empeora al respirar, Fiebre, Palpitaciones, Falta de aire, Debilidad",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trombosis Venosa Profunda,"Formación de coágulos en venas profundas, generalmente en las piernas.",Anticoagulantes y medidas para mejorar la circulación.,"Hinchazón en una pierna, Dolor en la pierna afectada, Enrojecimiento y calor en la zona, Sensación de pesadez, Dificultad para caminar",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esclerosis Lateral Amiotrófica (ELA),Enfermedad neurodegenerativa que afecta el control muscular y la movilidad.,"Riluzol, terapia de soporte y cuidados paliativos.","Debilidad muscular progresiva, Dificultad para hablar, Espasmos musculares, Pérdida de coordinación, Problemas respiratorios en etapas avanzadas",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Síndrome de Tourette,Trastorno neurológico caracterizado por tics motores y vocales involuntarios.,Terapia conductual y medicamentos neurológicos.,"Movimientos involuntarios (tics motores), Sonidos repetitivos (tics vocales), Parpadeo excesivo, Movimientos bruscos de cabeza o extremidades, Emisiones de palabras involuntarias",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuralgia del Trigémino,Dolor intenso y súbito en la cara debido a la irritación del nervio trigémino.,"Anticonvulsivos (carbamazepina) y, en algunos casos, cirugía.","Dolor facial intenso en un lado, Episodios de dolor tipo descarga eléctrica, Sensibilidad extrema al tocarse el rostro, Dolor desencadenado por hablar, masticar o lavarse la cara",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miastenia Gravis,Trastorno autoinmune que causa debilidad muscular progresiva.,"Inmunosupresores, inhibidores de la acetilcolinesterasa y, en algunos casos, plasmaféresis.","Debilidad muscular progresiva, Párpados caídos, Dificultad para tragar, Dificultad para respirar en casos graves, Fatiga extrema",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ataxia,Problema neurológico que afecta la coordinación y el equilibrio.,Terapia física y tratamiento según la causa subyacente.,"Problemas de coordinación y equilibrio, Dificultad para hablar, Movimientos torpes o incontrolados, Debilidad muscular, Visión doble o borrosa",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Síndrome de Mallory-Weiss,Desgarros en el esófago debido a vómitos intensos o tos fuerte.,"Hidratación y, en casos graves, endoscopía para detener el sangrado.","Vómitos con sangre, Dolor abdominal o torácico, Náuseas intensas, Debilidad por pérdida de sangre, Anemia en casos graves",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Síndrome de Dumping,"Ocurre después de cirugías gástricas, causando náuseas y diarrea tras comer.",Modificación de la dieta y medicamentos para ralentizar el vaciamiento gástrico.,"Mareos después de comer, Náuseas y vómitos, Diarrea, Sudoración, Palpitaciones",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celiaquía,Enfermedad autoinmune en la que el gluten daña el intestino delgado.,Dieta libre de gluten.,"Diarrea crónica, Pérdida de peso, Distensión abdominal, Fatiga, Erupciones cutáneas",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intolerancia a la Lactosa,Incapacidad de digerir la lactosa debido a la deficiencia de lactasa.,Evitar productos lácteos o tomar suplementos de lactasa.,"Hinchazón abdominal, Gases, Dolor de estómago, Diarrea, Náuseas",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterocolitis Necrotizante,Inflamación intestinal grave en recién nacidos prematuros.,"Antibióticos, nutrición intravenosa y, en casos severos, cirugía.","Abdomen hinchado y sensible, Vómitos con bilis, Sangre en las heces, Letargo, Dificultad para alimentarse",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Síndrome de Cushing,"Exceso de cortisol en el cuerpo, causando aumento de peso y presión alta.",Cirugía para remover tumores productores de cortisol o reducción de esteroides.,"Cara redonda y enrojecida, Aumento de peso en abdomen y cara, Estrías en la piel, Debilidad muscular, Hipertensión",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enfermedad de Addison,"Deficiencia de hormonas suprarrenales, causando fatiga y presión arterial baja.",Terapia de reemplazo hormonal con corticoides.,"Fatiga extrema, Pérdida de peso, Hipotensión, Hiperpigmentación de la piel, Náuseas y vómitos",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipogonadismo,Disminución de la producción de hormonas sexuales en hombres o mujeres.,Terapia de reemplazo hormonal según el caso (testosterona o estrógenos).,"Disminución de la libido, Fatiga, Pérdida de masa muscular, Depresión, Infertilidad",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiperparatiroidismo,"Producción excesiva de hormona paratiroidea, lo que causa niveles elevados de calcio en la sangre.",Cirugía para extirpar la glándula afectada o tratamiento con medicamentos.,"Debilidad ósea, Cálculos renales, Fatiga, Pérdida de apetito, Dolor abdominal",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feocromocitoma,Tumor en la glándula suprarrenal que causa hipertensión severa.,Cirugía para extirpar el tumor y medicamentos para controlar la presión arterial.,"Hipertensión arterial severa, Sudoración excesiva, Palpitaciones, Dolor de cabeza intenso, Ansiedad",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
